measurement_condition_key	hard_within_source_conflict	rows	record_ids	source_ids	targets_json	interpretation
MLMEASURE1:1d2871344500649e577d3075	true	4	PV13:18549b8bee974410e3ccefab;PV13:1cf24926820b48bdfb7921ec;PV13:23180c215c7162a8d504e132;PV13:735976236f267c5b1b025909	PEPlife2	"[[""-0.0222763947112"",""="",""""],[""-0.602059991328"",""="",""""],[""-0.698970004336"",""="",""""],[""0.13353890837"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1d90ccf421bd4e14426326b5	true	2	PV13:25cf2def6f0ec8778a0e43bb;PV13:ed8d1c681d9515e1390de2be	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.721"",""="",""""],[""-5.848"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1da2fda2b7cba1afa9764bd7	true	12	PV13:0596b3eba7cd0144cef622cd;PV13:168e747c6a4de70f210ec12c;PV13:4be7f549a5c899e8b276854d;PV13:65a84f3c15a37ea55714e2fc;PV13:6ccb98175e5a2e22bec9b192;PV13:7bd247b2261433681fbe3559;PV13:8b14196db02d0d202b303bf8;PV13:a4d9844a095039ece10ddb51;PV13:a6e730fee3ced9608a82f749;PV13:dfc53c8eab2d0086c445baf1;PV13:f338aae2f92a5cef23406e37;PV13:fd1a0a3e8b4edae1568efc6a	PEPlife2	"[[""-0.95926583579"",""="",""""],[""-0.990690775865"",""="",""""],[""-0.996395875731"",""="",""""],[""-0.999276778381"",""="",""""],[""-1"",""="",""""],[""-1.00729923874"",""="",""""],[""-1.02227639471"",""="",""""],[""-1.04495398528"",""="",""""],[""-1.07143346805"",""="",""""],[""-1.09420411963"",""="",""""],[""-1.10790539731"",""="",""""],[""-1.10976533369"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1f04819d9137a47c3be39e47	true	2	PV13:0185f4908a88be0d48715bc5;PV13:5b81c77c96b71af0e80bc90a	PEPlife2	"[[""1.5759956202"",""="",""""],[""1.59900923982"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1f18056667e0554e58d98386	true	2	PV13:a05f38f555e4e3bc0a1e7970;PV13:ce27a2c39490068b927b59b5	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.633"",""="",""""],[""-5.983"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1f3a0c3fc26ea1b516227712	true	2	PV13:31c7b2621849a7a96756dacd;PV13:5d3e4222adcbab931d319314	PEPlife2	"[[""0.322219294734"",""="",""""],[""1.47712125472"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1f6afcfcd511e9e2167ea4db	true	3	PV13:a85cca4f50a4a58896f294a8;PV13:e54d3d1bac3d80a770abf456;PV13:ecee1ffc29e14cefae8c4056	PEPlife2	"[[""1.7923916895"",""="",""""],[""1.92427928606"",""="",""""],[""2.05307844348"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1f7efb584381cea0ceff2167	true	2	PV13:758494d1393f58718820052f;PV13:83bd44d7fdc82885cad23063	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.475"",""="",""""],[""-6.292"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1faca545d1c525d916d27835	true	6	PV13:0ea9abd9959da712622fc22f;PV13:64a07b1204913352fc3663e6;PV13:8c0a7089ca8efecca75ecde5;PV13:a516ca611c6a5edbcca73b18;PV13:cb716baba264b2e18abbb19c;PV13:de52d308e538f099bbb65e10	PEPlife2	"[[""2.03342375549"",""="",""""],[""2.16554107672"",""="",""""],[""2.34869419027"",""="",""""],[""2.45939248776"",""="",""""],[""2.49415459402"",""="",""""],[""2.55630250077"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:1fea8758c8668e00b67f2114	true	3	PV13:648595b245340f26f1f12e80;PV13:8d594f4d00fdd3fbf48f7438;PV13:c81c89eebc5856fb5109e82e	PEPlife2	"[[""0.315970345457"",""="",""""],[""0.41830129132"",""="",""""],[""0.550228353055"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2048058f734fa832f6fc4e2d	true	3	PV13:061e71947af51416743b8a7d;PV13:8f2e0aaaf82f8b467704dc49;PV13:dfe6b992f503ffeb10010b99	PEPlife2	"[[""1.61647551389"",""="",""""],[""1.76514679011"",""="",""""],[""1.87972649664"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:205e96581c4447a639c08c33	true	2	PV13:01c56f960764e6a086239066;PV13:6665a5ec238e553e38273427	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.939"",""="",""""],[""-6.119"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:208b51aadf3c13285dcb5056	true	6	PV13:3e66bfb5fd242844b5401ad7;PV13:3f19458a0f58aca9226505c6;PV13:4aa44c9a5d1223efe02b0c5e;PV13:5d1a802c35d8febe6944f67d;PV13:7147567942ac7999e573199a;PV13:7b5453ef1b6f049cf10a0f7c	PEPlife2	"[[""-1.14066152087"",""="",""""],[""-1.33567148132"",""="",""""],[""-1.65104645202"",""="",""""],[""-1.70996538864"",""="",""""],[""-1.88052415909"",""="",""""],[""-2.07058107429"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:20b03616fda1170ed4308acc	true	2	PV13:14f9144011a70738d6f78bea;PV13:acb0f83ef5c1f70289abf23a	CycPeptMPDB	"[[""-5.86"",""="",""""],[""-6.11"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:20d944d22f5d17852d45f9d0	true	2	PV13:7b0f9e5050bcd67f7cac96fa;PV13:ca2b7588605cb04c7aae06b5	PEPlife2	"[[""-0.0377885608894"",""="",""""],[""0.697519937941"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:20de5d3eae0d29ef80bc5da3	true	6	PV13:086a9012cbf05b31ae1c4660;PV13:2bf33afe70a76a0a56715562;PV13:62944e5ef68a673fc245e02b;PV13:64404feca38f81f0395abd19;PV13:9acc5cc9c28075959192cbce;PV13:cfde9ef6e53bdc170160acf3	PEPlife2	"[[""2.50731604008"",""="",""""],[""2.60809794633"",""="",""""],[""2.80345711565"",""="",""""],[""2.81157500587"",""="",""""],[""2.82736927305"",""="",""""],[""3.11581014141"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:211fa65f4cae4a6a29bdad1a	true	2	PV13:a0af378222efc462a6ac24f4;PV13:e04dd325d3fe75ca34dd7b87	PEPlife2	"[[""0.602059991328"",""="",""""],[""1.30102999566"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:21616d13bac5ec8daf1d8a88	true	2	PV13:968b084f5de73233bade8408;PV13:9e96b98848eb09f52950a7a8	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.893"",""="",""""],[""-6.292"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:21ad9896c5442d4f11cb844f	true	2	PV13:c765bdf002671e21798606d5;PV13:f395b79fe351eca95ad206a3	PEPlife2	"[[""-0.782516055786"",""="",""""],[""-0.945642337677"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:21ba1c093038ccc15f005d99	true	2	PV13:16d0dfc06da5494eff0b1fe7;PV13:6ff6ce19bad34d0027915dc0	acs_jmedchem_5c00544	"[[""1.2"",""="",""""],[""1.86"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:222091a517b15b324ab4821f	true	2	PV13:3ed26978435a3905f0450eb6;PV13:f5e56234e19ec02ffacb480b	PEPlife2	"[[""-0.891660525211"",""="",""""],[""-1.87506126339"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:224410a239710ce4d86aedfb	true	6	PV13:18984f742ea62b0fa4595609;PV13:2d2ad31d8f1ee1de08a99722;PV13:476cca24565d3b95498d7436;PV13:581236b568b9bab61b511d8f;PV13:6f02aff449523170dc9fb493;PV13:701494b1674f68ccce0bc6f4	PEPlife2	"[[""-0.908919530653"",""="",""""],[""-0.939302159646"",""="",""""],[""-0.958607314842"",""="",""""],[""-0.985759560885"",""="",""""],[""-1.00729923874"",""="",""""],[""-1.10605339245"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:22bcda2647e25393dcbf5b5b	true	2	PV13:ec6b5aa7085c625e2e8155c2;PV13:fbb9fb10b81a9bb788ca0950	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.62"",""="",""""],[""-7.097"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:22ee13bbbef2bb813f1789ee	true	2	PV13:13dafb0332de3508c358872a;PV13:ff3e8cc27c55573e33537ee2	PEPlife2	"[[""-0.462180904927"",""="",""""],[""-1.18708664336"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:22f9630768ea21ead3821a33	true	2	PV13:07f4fe4287aa2f3b1356dbc5;PV13:dcde35eabe9e67039c7a0b9b	PEPlife2	"[[""-0.234083206033"",""="",""""],[""-0.363177902413"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2305bff359aef42e71f28f9a	true	2	PV13:89ab2117502f0fc7a71a0299;PV13:fb279c9b6b28b7c85825b28a	CycPeptMPDB	"[[""-5.547767803"",""="",""""],[""-7.752085706"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:23431c4028bf563b250ede00	true	2	PV13:6a7e61d0505e5de44ed6a496;PV13:d70aeb09478f471e32db8985	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.602"",""="",""""],[""-6.886"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:237bcceea4db0cf3fbbc41c8	true	2	PV13:4050e5e542f1858688a3ef7f;PV13:bd780e324664c7fa938ecc55	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.304"",""="",""""],[""-6.215"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:23a1a482e11937138f123cb8	true	2	PV13:143c3282590b0cd9bb6060eb;PV13:908523f982ea37c943ed5f12	PEPlife2	"[[""-0.187086643357"",""="",""""],[""-1"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:23ef57cfbf798c490fa52e00	true	2	PV13:430a25e224f13932d4aaaf6f;PV13:75cae99b5e808f7304bcffe0	PEPlife2	"[[""-0.442292339064"",""="",""""],[""-0.819587367162"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:241a17f2b109ddc37c791821	true	3	PV13:11e6ed2f8852c097f1099474;PV13:2fb0776a49cc210c9b1a030f;PV13:805e0b57c9c7a85a8e583e60	PEPlife2	"[[""0.350248018334"",""="",""""],[""0.408239965312"",""="",""""],[""0.469822015978"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:245eda0ae2aeae469cca5e45	true	2	PV13:bf9d5ed103b0697dab310d57;PV13:e7cc13494965ce678e7ed321	PEPlife2	"[[""-0.542622803476"",""="",""""],[""-0.721246399047"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:251b43abaa9ddc36d3470403	true	2	PV13:bb7da20ba128ccf791d1748b;PV13:c89e64dc7953ec10de7c0b4b	PEPlife2	"[[""-0.329599511182"",""="",""""],[""-1.56543109597"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2543dd94d3f6fecc06e74d5b	true	6	PV13:0b6261e431b2c2682a4737ef;PV13:3f4fc095c9c801b9c1c20499;PV13:c11d0f6ea51439ad6e0f97a8;PV13:d368b174f6aeca8e7c837c32;PV13:f21f4adcef5b7325e05922b9;PV13:f8e81695705bda363a035089	PEPlife2	"[[""1.39794000867"",""="",""""],[""1.42975228"",""="",""""],[""1.47567118832"",""="",""""],[""1.47712125472"",""="",""""],[""1.49136169383"",""="",""""],[""1.50242711998"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:256c93da40abba045bc2f3eb	true	4	PV13:24a33364875116a1689ce13d;PV13:27d5c64f917402d8f20d8b07;PV13:cf38f28ba7608d1ea0a3b9c6;PV13:d6abc8ea03e7a0f1ead08bae	PEPlife2	"[[""-0.615586843861"",""="",""""],[""-0.70590135277"",""="",""""],[""-1.49034952045"",""="",""""],[""-1.75284538512"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:258c41fcf17c1c5719783e24	true	2	PV13:d18ccad4ae07cc3b16c61038;PV13:fd291252835f4fd5ed559164	CycPeptMPDB	"[[""-5.19"",""="",""""],[""-5.46"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:25dd8bb50fee4ab63637c886	true	2	PV13:c923f4e99ee581a8e7527738;PV13:d6f075d365f08f531233fea7	PEPlife2	"[[""2.16435285578"",""="",""""],[""2.19865708695"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:25e89f4cb72dc0ecd6300c54	true	2	PV14:63dd5009ac2880944ee5ab64;PV14:90b666c15be3ef73f7a9abde	primary_pk_literature_v14	"[[""4.216666666666666666666666668"",""="",""""],[""4.250000000000000000000000001"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:25ecfe77c327c2fcb25d39e0	true	9	PV13:01e34f1f4c2e300afa46870c;PV13:1a0bdf7aadf0da7d706bacf4;PV13:339be3a5966e9b1cc4c6347f;PV13:6c1b96d71a52787916e6a4fd;PV13:6d161214c34743b10c12c29c;PV13:7468ccacb1f4d46accabfe58;PV13:79fe9dd234b8dd1c3b1cd66c;PV13:89ef3bf175bfcdcb67e09c75;PV13:da27f46378be1c4c4a276e2f	PEPlife2	"[[""-0.293993826018"",""="",""""],[""-0.340717806586"",""="",""""],[""-0.384751555091"",""="",""""],[""-0.791827473333"",""="",""""],[""-0.845677485706"",""="",""""],[""-0.866993641644"",""="",""""],[""-1.61678324815"",""="",""""],[""-1.66420789808"",""="",""""],[""-1.68472956522"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:262e9f3fcb26146c83c882e1	true	6	PV13:29da5fc5de7c44e720f8eee4;PV13:6463f781e5250ea0752e5bce;PV13:7dfd5335f16f6ddf6b6f6dd5;PV13:a85c9fcf1e52a1873e712fe5;PV13:bb7588f77f73ccea4be32320;PV13:c8d4f7ab89e117f61439dab1	PEPlife2	"[[""0.867467487859"",""="",""""],[""1.02118929907"",""="",""""],[""1.11925588928"",""="",""""],[""1.20951501454"",""="",""""],[""1.29972515398"",""="",""""],[""1.30037806487"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:265bff6edaf513af03611f34	true	3	PV13:54d392541b296812bbf27605;PV13:561160ada9b3c18ad0b4d816;PV13:a79a8922bf3e0c68fe9cdf7a	PEPlife2	"[[""-0.52287874528"",""="",""""],[""-0.602059991328"",""="",""""],[""0"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2718aaf849a53b7ba16e4119	true	3	PV13:1923167e79b290c0bcf1832b;PV13:414125fc891205c250d184df;PV13:663658095c69ddc1414b8c7b	PEPlife2	"[[""2.0170333393"",""="",""""],[""2.07918124605"",""="",""""],[""2.10720996965"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:276bc4da45fe7232e0d5b37d	true	2	PV13:546641b0088a94559f186669;PV13:bae70155563e43ae45d0a433	PEPlife2	"[[""-1.34678748622"",""="",""""],[""-1.45593195565"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:27d8f7ffb35cdff04c5741a8	true	2	PV13:2e3e809cc699ef19e1696562;PV13:5a603e488e91e6ad63233e21	PEPlife2	"[[""1.65321251378"",""="",""""],[""1.93951925262"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:27f82582192cc699aaf4108c	true	2	PV13:ae3ce40955895ff0dffbfc5d;PV13:ba8f9817067f98f24fbb3ac2	PEPlife2	"[[""-0.563837352959"",""="",""""],[""-1.38721614328"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:286f2c2327c9247eb953c55e	true	2	PV13:1a83a6cc5e1d9ff0a36de221;PV13:29475d85917bb22a5c44afb4	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.928"",""="",""""],[""-6.187"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:290762a0ccf0aafa6a5cac8f	true	12	PV13:1720e96ecc303fdf86c0019d;PV13:25fb94dfea6dae96a32d078b;PV13:2fb6cdc0ad47ab2d28fd0fb5;PV13:410b625ff4bdb62cf8c34fe7;PV13:42d039e29893b0b39d4a4acf;PV13:4e8807fce4f98b465939447f;PV13:60a5cce36541ee1e19c2e5bd;PV13:6cd6de824975ce89ef5658ae;PV13:b0a01f54b008fe3c3ce1228d;PV13:b4a92ed33960f0ccb3f1f969;PV13:d7a11170081974ea69b7db39;PV13:d7de3cee03fa0c489525b53f	PEPlife2	"[[""-0.164309428508"",""="",""""],[""-0.282606912837"",""="",""""],[""-0.451815389455"",""="",""""],[""-0.485895179027"",""="",""""],[""-0.542622803476"",""="",""""],[""-0.545155139991"",""="",""""],[""-0.681241237376"",""="",""""],[""-0.684729565221"",""="",""""],[""-0.695365880067"",""="",""""],[""-0.702604288991"",""="",""""],[""-0.721246399047"",""="",""""],[""-0.7250728069"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:29851cf1906973b8530a249f	true	2	PV13:45157fc00f1afd1a49cd7b24;PV13:5fa3e67d1a4cb43006c79ca8	PEPlife2	"[[""0.50514997832"",""="",""""],[""0.954242509439"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2986ef0f0fe26a2dbcb755c2	true	7	PV13:5f14804876a002a696f7f7c2;PV13:6516490716593e9a1c3c36c4;PV13:71c9a89b3566f73ef43e57a5;PV13:8db40d103fe4d876fcc1aa35;PV13:a06186c4209ee292f3cea14c;PV13:b6d2b98b84e8232f89550d79;PV13:f435926af3dd27b8b8d4b1ad	NIST ThermoML	"[[""0.20139712432"",""="",""""],[""0.494154594018"",""="",""""],[""0.779596491258"",""="",""""],[""1.08990511144"",""="",""""],[""1.34849957028"",""="",""""],[""1.62013605497"",""="",""""],[""1.85943853546"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:29f24d7df24f75f1d5ddf10d	true	2	PV13:7abe50bb004e7e92e3acc347;PV13:aa1943d1706fc7d4eb1d1cfa	PEPlife2	"[[""1.70018432962"",""="",""""],[""1.82477646248"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2a6219a5d0e59f58fd96ab02	true	2	PV13:7133ad7ae00813001923ba50;PV13:97181ca69815564e0db8f154	PEPlife2	"[[""1.04139268516"",""="",""""],[""1.38021124171"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2a7304ef5e465e21e8d294e9	true	5	PV13:3e7134703c32554295304a65;PV13:4a79250e4e7ec63c127fd059;PV13:4cf7d743d8fdcc49e0ffd59f;PV13:a71e0a118226949ceedb25ce;PV13:c6ed09a446470cf810a297d5	NIST ThermoML	"[[""-2.11125903932"",""="",""""],[""-2.15304467498"",""="",""""],[""-2.20690839982"",""="",""""],[""-2.2644011003"",""="",""""],[""-2.311580178"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2b3c8a71396ae6a17f58fe72	true	4	PV13:3a769e8a4dbb2b009c84ddf7;PV13:5f92970d1a39b528a29e5e99;PV13:cb5ab28b97bccddb4d562d7a;PV13:f69c04eb6450fce0d3609910	PEPlife2	"[[""-1.45593195565"",""="",""""],[""0.0543576623226"",""="",""""],[""0.342422680822"",""="",""""],[""0.87409509062"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2b3cb006dc015e3a04a0a908	true	2	PV13:94de56530df1dfe7976c6fad;PV13:d4fc8755bc38f9d63cda569f	CycPeptMPDB	"[[""-5.21"",""="",""""],[""-6.22"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2bbaad4b61f684e56bfa02a2	true	5	PV13:08f6147789629f2d79282ecf;PV13:1dec9e719618a78edd2a5d76;PV13:8a05062a001e92f3d2ff8bb4;PV13:92d3ea4ca608ae2612a26160;PV13:dec3bf9eab9538756bb02955	NIST ThermoML	"[[""-2.2808593803"",""="",""""],[""-2.39318885308"",""="",""""],[""-2.50721168297"",""="",""""],[""-2.70348837534"",""="",""""],[""-2.77866402047"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2be2846ad5417f70a1c3e449	true	2	PV13:9fc2b15bbaf69d6f7074c1ef;PV13:e5f38c6e51b61c207ec409f6	CycPeptMPDB	"[[""-5.46"",""="",""""],[""-6.2"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2bee6934a2a48e14d12f10a6	true	2	PV13:78e14d62b73ebbb452bb6043;PV13:dd9b9c752d2975fbcfc446db	PEPlife2	"[[""-0.939302159646"",""="",""""],[""-1.1446827948"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2c0dd7c56861b0b729d0bd1e	true	3	PV13:0e7d07afa773555b8a541281;PV13:23b7586c20a055dcc45388bc;PV13:7f421fbd7d3feb7b597e8290	PEPlife2	"[[""1.07918124605"","">"",""""],[""1.30102999566"","">"",""""],[""1.38021124171"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2c44bca489f4f4f96af2118e	true	4	PV13:0e91347fc749aaa699e0e800;PV13:22d528b6b4de0ec6b2dccd3a;PV13:590c7da3b59c7016a8763011;PV13:ac070fb556c375386dfe00a0	PEPlife2	"[[""1.44090908207"",""="",""""],[""1.48713837548"",""="",""""],[""1.49692964807"",""="",""""],[""1.50105926222"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2d6f61636a0782c96a4a5fff	true	18	PV13:07cee4e45cac9b53c52b5705;PV13:1776eeac804ded86de22ad7e;PV13:1df8816525faba646dc79a79;PV13:21013dd6940bee9b15fdb454;PV13:232205bfdd1233ca9f879e8c;PV13:35dbb8bfb368a7cc7bff69f3;PV13:3e7279846dde6ee1fa2c0a2b;PV13:49e83bfa085d165808c3120b;PV13:7aaaa863f66c7931444aac5b;PV13:81ec7438a46723d49a664217;PV13:9425a4debf52988d2af63e0a;PV13:9dc3bb7dc769ffb6b580f0e0;PV13:a4de2f8df1339a6a22fbbbd1;PV13:ba4d67ea28c21f453e5c4b16;PV13:baa5c6626b8e69355129380a;PV13:e7c7434d104aa3203ff7d1d2;PV13:ee9b136d94d9a49db8d41756;PV13:f28f289d46bfad1d830b6077	PEPlife2	"[[""-0.0139751179933"",""="",""""],[""-0.0481769646841"",""="",""""],[""-0.0638214906384"",""="",""""],[""-0.0765832653277"",""="",""""],[""-0.0774475332386"",""="",""""],[""-0.133712660916"",""="",""""],[""-0.177178354697"",""="",""""],[""-0.188201649058"",""="",""""],[""-0.191563945712"",""="",""""],[""-0.193820026016"",""="",""""],[""-0.205279648183"",""="",""""],[""-0.207608310502"",""="",""""],[""0.0505086461517"",""="",""""],[""0.128722284338"",""="",""""],[""0.13193929521"",""="",""""],[""0.137775961313"",""="",""""],[""0.146644745414"",""="",""""],[""0.180890141937"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2e32e9ebc3363d84d0f4e37d	true	2	PV13:4d3635eb5f644a5e37f8457a;PV13:5a9d697e9c2560cc05b69dac	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.959"",""="",""""],[""-7.155"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2f68471e374375ab3ee18600	true	2	PV13:9ce6a65e202a3fd168570289;PV13:dbd916f01aac416aaf7eaf43	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.708"",""="",""""],[""-6.009"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2fd6f9a33a52e798176bc1e2	true	2	PV13:1fad96abf4e5e17ee8e6c6b8;PV13:2c024222c353ecad8f2a00ae	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.585"",""="",""""],[""-6.886"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:2ff5012bd92cfd30d3507582	true	3	PV13:7523442e0cb5545bb960f375;PV13:c5e16b26520ba8adefae36da;PV13:eb2cb9561819d60c385df354	PEPlife2	"[[""-0.0147232568207"",""="",""""],[""-0.0705810742857"",""="",""""],[""-0.0791812460476"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:306fffa77c3f84e02a2b8301	true	2	PV13:50adb3710b0636c26caf7e0d;PV13:e585480997e1627e59ec63b5	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.367"",""="",""""],[""-6.553"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:308f33b38c4c84934087de7b	true	3	PV13:3ce2367ca49e03e012268bae;PV13:78966626f6f95a1ad132be1d;PV13:f31f0c25c5e620e59629260e	PEPlife2	"[[""-1.04575749056"",""="",""""],[""-1.66420789808"",""="",""""],[""-1.82390874094"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:30f067c351e87757c6b20aff	true	2	PV13:3185799005a87feb6e59c23e;PV13:b586fbb04a1a99c6afb9d154	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.951"",""="",""""],[""-6.18"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:311b3cffaa91b8415e3adfc3	true	2	PV13:92e18a209669201a03e4aa70;PV13:d153538d251bdc54f9ecb857	PEPlife2	"[[""-0.110698297494"",""="",""""],[""-0.293851411037"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:313c568b785bce657c547b70	true	2	PV13:092acb7649c48ef73bd50b3a;PV13:ca547220015bbb5c07d0614c	PEPlife2	"[[""0.146128035678"",""="",""""],[""1.47712125472"","">"",""""]]"	replicate_variability_or_condition_conflict_review
